track_id,track_name,artist_name,artist_id,community_id,umap_x,umap_y,playlist_count,log_playlist_count
7cFwopK7QTOgaEwF9JgipA,Second Nature,Clairo,3l0CmX0FuQjFxr8SK7Vqag,13,1.2125144,7.011232,8,2.1972245773362196
7KTmTezZjoo7c4lcYrFYkF,Brainrot Rap (brr brr) - Exteneded,Gazzarino,4BoTna9gEMXM6YLxrM78w7,37,0.7147927,6.2774405,3,1.3862943611198906
6slWUMiyoNNWcQGu6tkTlH,Leni (Crystal Castles vs GoodBooks),GoodBooks,0pwItbAKmeSTovWzxzkkbg,4,3.8199809,4.982124,12,2.5649493574615367
2up69Rho7swRdP1MHqzX3n,Pam Pam,Wisin & Yandel,1wZtkThiXbVNtj6hee6dz9,41,-2.5592563,5.1882634,13,2.6390573296152584
1OIMcb946fvVra1jap6lat,spoko,under fan,5AlSA2xRCQ4wIVLDA4DuIP,48,6.3806086,-4.5383134,3,1.3862943611198906
4GZoDF7LTeNUlTtmcwX6jH,Muchacho Pobre,Grupo Toppaz De Reynaldo Flores,4W9DRj47G1VNujHs8GqndY,14,-4.1595435,2.6552062,5,1.791759469228055
23T4gelZgImtFxbHjXnYbm,The Waters (feat. BJ the Chicago Kid),Anderson .Paak,3jK9MiCrA42lLAdMGUZpwa,28,3.103138,5.8565054,3,1.3862943611198906
6ap5AekhAt3k6e0zAknDyV,Bunny,Tourist,2ABBMkcUeM9hdpimo86mo6,5,2.9608703,8.367642,5,1.791759469228055
73JKaB7cIDhwtLBHSCRZKc,There's Frost On The Moon,Artie Shaw,5wam12nGWDBIrLDV78TNSF,0,0.81111354,5.600198,4,1.6094379124341003
4wNvyL8AjLJz8HZUYYyhiF,Girls Can Alpha Too,Michael Giacchino,4kLvhMAuCloLxoP1aVM7Lr,90,-4.2916384,19.517134,4,1.6094379124341003
4VoHGNZq8cf2856O71p08v,I Miss You (New Breakbeat Nostalgia),DJ Lunox,3DnWrA7EyYE5gQ5UafEPYz,21,1.7765976,9.653996,3,1.3862943611198906
